RES_ID
70856
72604
70894
72475
73088
70497
66457
69024
71443
18384227
70393
70890
65055
65413
73279
72497
18423075
70092
71492
70431
17559835
17559387
17559635
17557600
17557594
17557602
17557593
17557584
17557598
17557591
17557613
17557587
17558658
17560074
17557596
17559325
17557585
17559997
17557590
17557592
6508267
18354483
13231
6507967
6508323
18441490
6505309
6507495
18350020
18383076
6507461
18383095
6508117
11807
6504409
18417624
6506206
11371
18378852
6505564
18398880
18017612
18249144
25570
20404
20842
18017615
25587
20002
24286
18217475
20747
18377112
24530
18343731
20350
24452
20870
25664
20833
801690
801269
800089
801170
800326
800891
800468
801693
801640
800483
801384
801636
801247
800576
800237
18375866
801675
18296995
18385021
800273
16611918
16610708
16610094
16610593
16611229
16610975
16610098
16610106
16610129
16610738
16612613
16610021
16610953
16610104
16610632
16612666
16610523
16610736
16610329
16610232
16606522
16607399
16605368
16605168
16606876
16606195
16605153
16606556
16605655
16605967
16605771
16606648
16606362
18255631
17841961
16606788
17842094
16605794
16606047
16605412
18385186
18143128
18438944
18396250
18438909
111826
18335583
113537
113702
113433
113325
18371341
111895
110395
110436
110516
110237
113703
18385201
110502
1400177
1402050
18395137
1401756
1400186
18254231
1400555
1400460
1400169
1402089
1400544
1400121
1400466
1401857
1401548
1401934
1400056
1402028
1402335
1401948
123191
120219
121214
123125
122003
122830
123294
120014
123010
121425
18424018
120221
121120
121552
120519
120203
122940
121335
121553
122064
900780
900533
900561
95256
900524
95331
900547
95304
95286
901089
900032
900800
900682
901004
901035
95333
900111
95361
900969
95421
103172
101834
100305
103065
101212
103147
100306
103019
101884
18209498
101259
103090
102531
102867
102504
102215
101311
102216
100080
102947
3001572
3001489
18280306
3000048
18260777
3000122
3000195
3000996
3000001
3001032
3000021
3000016
3000107
3000770
18434000
3000062
3000014
3001321
3001065
3000158
1600222
1600067
1600205
1600029
1600280
1600326
1600258
1600298
1600292
1600007
1600219
1600039
1600169
1600252
1600227
1600053
1600307
1600109
1600212
1600108
18433857
2600031
2600010
18461339
2600340
2600303
2600079
2600230
2600109
2600250
2600514
2600494
18108352
2600311
2600472
2600003
2600025
2600008
2600007
2600393
3500078
3500505
3500011
18440677
3500059
18408585
18416632
17971273
3500018
3500017
3500484
3500024
3500010
3500013
3500365
18279289
3500414
3500488
3500007
3500081
16615945
16616780
16613357
16612788
16616384
16613243
16612777
16612809
16613322
16612774
16613475
16613677
16613559
16612804
16614437
16613390
16614052
16615633
16614032
16614813
16606697
16606696
16607309
16607356
16606575
16606048
16604447
16607097
16604822
16604403
16605258
16604715
16604872
16606448
16605347
16607918
16605683
16606567
16605316
16605001
3900267
3900250
18246202
3900057
3900059
3900245
3900232
3900032
3900021
18346996
3900055
3900050
3900007
3900058
3900070
3900238
3900067
3900009
3900158
3900004
18409523
3200034
18275708
3200440
3200590
3200311
3200012
3200021
3200584
3200269
3200265
3200497
3200005
3200002
3200090
3200537
3200032
3200015
3200024
3200560
18447543
2700263
2700002
2700007
2700044
2700036
2700010
2700082
2700085
2700049
2700223
2700032
2700011
2700019
2700059
18388053
2700242
2700241
2700008
2700024
130274
16512333
18022206
130230
16512336
16519168
16512168
130021
130275
130567
130888
130409
130332
16519268
16512186
130535
130008
16519267
16541849
16519231
3300984
3300958
3300949
3300058
3301308
3300061
3300138
3300107
3300707
3300416
3300741
3300070
3300780
3300041
3300065
3301035
3300057
3300369
3301236
3301169
3800007
3800319
18396610
18439181
3800238
3800021
3800000
3800022
3800252
18367402
3800020
3800437
3800477
3800003
3800053
3800052
3800078
3800016
3800018
18362165
3600017
3600012
3600285
3600265
3600009
3600352
3600354
3600071
3600375
3600436
3600015
3600148
3600008
3600192
3600072
3600022
3600252
3600119
3600361
3600013
4000046
18343124
4000344
4000033
4000027
4000001
4000277
4000031
4000294
18369321
4000016
18279982
4000018
4000007
4000269
4000030
4000222
4000015
4000081
4000004
2100784
2100702
18224282
18381932
2100921
18384506
2100870
2100101
2100719
18397909
2100478
2100712
2100565
2100322
2100849
2100074
2100861
2100676
18480196
2100108
3400018
3400025
3400346
3400392
3400017
3400326
3400391
3400016
3400073
3400105
3400059
3400021
3400341
3400033
3400060
3400005
3400019
3400072
3400325
3400350
3700054
3700050
3700037
3700049
3700041
3700069
3700051
3700021
3700024
18378803
3700387
3700036
3700017
3700009
3700019
3700561
18427467
3700160
3700408
3700056
16613128
16615305
16613046
16614115
16614242
16613515
16616548
16613782
18381602
16614611
16613684
16616197
16614004
16616180
16613864
16612742
16612867
16614373
17961719
16612808
16616058
17842399
16615343
16614715
16614647
16615481
16615326
16615706
16615273
17842492
16612812
16613183
16616435
16612948
17961721
16613055
16603301
16603064
16603026
16602427
16602498
16602692
17849702
16602999
16602472
16603059
16603103
16603053
16602437
16602350
16602395
17841872
16602872
16603198
16603178
16602930
16603362
16603357
16603379
16603366
16603440
16603359
18163674
16603392
16603393
16603581
16603667
16603810
16604008
16603421
16603419
16603423
16603841
16604291
16603373
16603402
16602095
16602339
16602337
16602211
16602104
18031753
16602190
16602192
16602260
16602259
16602258
16602132
16602134
16602087
16602332
18342859
16602071
16602083
16602183
16602324
16602320
16602057
16602154
16602160
16602053
16602107
16602156
16602252
17892178
16602298
16602118
16602245
16602220
16602123
16602084
16602151
16602212
16602236
16602064
16602102
16602241
16602144
16602235
16602062
16602172
16602167
16602128
16602100
16602094
16602323
16602161
16602059
18449476
16713362
18316755
18106852
16573665
16582887
16577492
18303417
16585490
17881527
16572612
16582573
16574687
16582897
16582069
16571165
16583098
16572962
16571785
16711004
17510050
17511262
17511105
17510670
17510198
17510963
17510653
17510257
17510180
17511011
17511226
17511224
17511401
17511411
17510439
17511413
17511261
17511237
17510212
17510975
17281082
17278927
17278937
17278935
17278936
17280150
18094777
17279113
17280437
17279133
17280574
17277936
17277408
17277464
17277663
18094778
17279656
17277934
17277472
17280155
16605352
16604788
16607272
16606381
16607279
16604411
16604407
16604401
16607930
16604408
16606404
16606848
16604634
16607944
16608036
16604362
16604748
16604661
16604434
16604734
16658487
16658124
16658629
17946029
16658125
16658122
16658123
18268501
18255904
16661694
16661186
17657870
17657794
17653685
17649658
17658233
18373689
17649659
17653681
17647885
17647886
17655270
17647881
17647882
17867739
18023103
17649654
17657875
17658366
17657877
17658565
16604876
16605721
16606481
16606065
16607054
16604900
16605827
16605758
16607197
16605808
16604874
16605201
16605388
16604395
16605841
16604723
16605801
16604621
16604848
16604471
16606535
16606609
16605371
16604778
16606333
16606272
16606909
16605272
16604826
16607335
16604367
17879725
16605919
16605916
16605717
16606857
16604762
16605783
16604915
16604863
17841987
16606643
18172812
16605045
16606623
16606795
16605507
16605098
16604955
16605499
16604682
16604920
16606341
16604464
16604937
16607277
18241437
16564875
16564570
16557552
15544559
16568592
16562187
16566986
16566109
16564139
16561824
16567840
16569877
16567458
16563677
16562675
16558421
16559119
16568099
16559582
16653328
16652346
16652318
16652366
16653189
16652345
16652381
16652343
16652671
16652334
16652367
16652356
16652565
16653430
16652335
16652342
16653161
16652341
16652347
16652378
16652323
16652822
16652357
16652330
16652338
16652320
16652314
16652358
16652445
16652326
16652359
16652362
16652331
16652426
16653409
16652313
16652371
16653386
16652329
16652312
16609597
16609717
16612279
16609740
16609793
16610136
16609737
16610760
16609752
18283869
16610740
16609907
16609738
16609958
16611626
16610417
16610420
16610516
16610469
16610681
16610547
16611014
16612651
16609914
16609881
16611073
16612589
16611383
18013477
16611238
16610808
16609755
16598168
16597743
16595831
18196379
16596238
16600681
16597986
16599765
16602022
16596002
16597645
16595860
16600766
16600553
16596036
16599949
16600038
16600792
16602023
16600889
16678329
16678284
16678072
16678294
16678198
16678037
16678423
16678330
16678238
16678035
16678243
16678203
16678232
16678276
16678112
16678399
16678209
16678086
16678060
16678149
16656913
16659120
18491590
16658742
16657012
16660260
16659995
16660207
16658441
16660064
16658423
16660741
16658376
18468955
16656567
16659092
16656565
16658967
16656562
17840814
16658239
16661877
16662156
17840773
16659971
16658462
16661591
16660509
16658505
16656651
16659711
16662138
16659957
16658504
17840768
16658512
16662137
16659574
16661078
16661546
17218270
17217465
17211430
17212939
17211762
17211422
17215912
17225143
17217074
17216054
17226236
17212666
